Label,Year,Team,Conference,Wins,Losses,Seed,Outcome
Utah2016,2016,Utah,P12,27,9,3.0,R32
Saint Mary's2016,2016,Saint Mary's,WCC,29,6,17.0,None
Florida2016,2016,Florida,SEC,21,15,17.0,None
Notre Dame2016,2016,Notre Dame,ACC,24,12,6.0,E8
Pittsburgh2016,2016,Pittsburgh,ACC,21,12,10.0,R64
Wisconsin2016,2016,Wisconsin,B10,22,13,7.0,S16
Texas2016,2016,Texas,B12,20,13,6.0,R64
Creighton2016,2016,Creighton,BE,20,15,17.0,None
Stephen F. Austin2016,2016,Stephen F. Austin,Slnd,28,6,14.0,R32
Valparaiso2016,2016,Valparaiso,Horz,30,7,17.0,None
Saint Joseph's2016,2016,Saint Joseph's,A10,28,8,8.0,R32
Providence2016,2016,Providence,BE,24,11,9.0,R32
Clemson2016,2016,Clemson,ACC,17,14,17.0,None
San Diego St.2016,2016,San Diego St.,MWC,28,10,17.0,None
Yale2016,2016,Yale,Ivy,23,7,12.0,R32
Florida St.2016,2016,Florida St.,ACC,20,14,17.0,None
USC2016,2016,USC,P12,21,13,8.0,R64
Michigan2016,2016,Michigan,B10,23,13,11.0,R64
Georgia Tech2016,2016,Georgia Tech,ACC,21,15,17.0,None
BYU2016,2016,BYU,WCC,26,11,17.0,None
George Washington2016,2016,George Washington,A10,28,10,17.0,None
Texas Tech2016,2016,Texas Tech,B12,19,13,8.0,R64
Kansas St.2016,2016,Kansas St.,B12,17,16,17.0,None
Arkansas Little Rock2016,2016,Arkansas Little Rock,SB,30,5,17.0,None
Colorado2016,2016,Colorado,P12,22,12,8.0,R64
South Carolina2016,2016,South Carolina,SEC,25,9,17.0,None
Dayton2016,2016,Dayton,A10,25,8,7.0,R64
Hawaii2016,2016,Hawaii,BW,28,6,13.0,R32
Houston2016,2016,Houston,Amer,22,10,17.0,None
Georgetown2016,2016,Georgetown,BE,15,18,17.0,None
Virginia Tech2016,2016,Virginia Tech,ACC,20,15,17.0,None
Oregon St.2016,2016,Oregon St.,P12,19,13,7.0,R64
Tulsa2016,2016,Tulsa,Amer,20,12,11.0,R68
Washington2016,2016,Washington,P12,19,15,17.0,None
Northern Iowa2016,2016,Northern Iowa,MVC,23,13,11.0,R32
Northwestern2016,2016,Northwestern,B10,20,12,17.0,None
UCLA2016,2016,UCLA,P12,15,17,17.0,None
Princeton2016,2016,Princeton,Ivy,22,7,17.0,None
Georgia2016,2016,Georgia,SEC,20,14,17.0,None
Evansville2016,2016,Evansville,MVC,25,9,17.0,None
Arkansas2016,2016,Arkansas,SEC,16,16,17.0,None
North Carolina St.2016,2016,North Carolina St.,ACC,16,17,17.0,None
Memphis2016,2016,Memphis,Amer,19,15,17.0,None
Ohio St.2016,2016,Ohio St.,B10,21,14,17.0,None
Mississippi2016,2016,Mississippi,SEC,20,12,17.0,None
Mississippi St.2016,2016,Mississippi St.,SEC,14,17,17.0,None
Oakland2016,2016,Oakland,Horz,23,12,17.0,None
South Dakota St.2016,2016,South Dakota St.,Sum,26,8,12.0,R64
LSU2016,2016,LSU,SEC,19,14,17.0,None
Rhode Island2016,2016,Rhode Island,A10,17,15,17.0,None
UNC Wilmington2016,2016,UNC Wilmington,CAA,25,8,13.0,R64
UC Irvine2016,2016,UC Irvine,BW,28,10,17.0,None
Nebraska2016,2016,Nebraska,B10,16,18,17.0,None
Temple2016,2016,Temple,Amer,21,12,10.0,R64
William & Mary2016,2016,William & Mary,CAA,20,11,17.0,None
Akron2016,2016,Akron,MAC,26,9,17.0,None
St. Bonaventure2016,2016,St. Bonaventure,A10,22,9,17.0,None
Boise St.2016,2016,Boise St.,MWC,20,12,17.0,None
James Madison2016,2016,James Madison,CAA,21,11,17.0,None
Hofstra2016,2016,Hofstra,CAA,24,10,17.0,None
Arizona St.2016,2016,Arizona St.,P12,15,17,17.0,None
Stony Brook2016,2016,Stony Brook,AE,26,7,13.0,R64
Monmouth2016,2016,Monmouth,MAAC,28,8,17.0,None
Alabama2016,2016,Alabama,SEC,18,15,17.0,None
Marquette2016,2016,Marquette,BE,20,13,17.0,None
Oklahoma St.2016,2016,Oklahoma St.,B12,12,20,17.0,None
Richmond2016,2016,Richmond,A10,16,16,17.0,None
Old Dominion2016,2016,Old Dominion,CUSA,25,13,17.0,None
Stanford2016,2016,Stanford,P12,15,15,17.0,None
UT Arlington2016,2016,UT Arlington,SB,24,11,17.0,None
Tennessee2016,2016,Tennessee,SEC,15,19,17.0,None
Iona2016,2016,Iona,MAAC,22,11,13.0,R64
UC Santa Barbara2016,2016,UC Santa Barbara,BW,19,14,17.0,None
Davidson2016,2016,Davidson,A10,20,13,17.0,None
Long Beach St.2016,2016,Long Beach St.,BW,20,15,17.0,None
Fresno St.2016,2016,Fresno St.,MWC,25,10,14.0,R64
Chattanooga2016,2016,Chattanooga,SC,29,6,12.0,R64
Cal St. Bakersfield2016,2016,Cal St. Bakersfield,WAC,24,9,17.0,None
New Mexico St.2016,2016,New Mexico St.,WAC,23,11,17.0,None
Louisiana Lafayette2016,2016,Louisiana Lafayette,SB,19,15,17.0,None
Columbia2016,2016,Columbia,Ivy,25,10,17.0,None
Milwaukee2016,2016,Milwaukee,Horz,20,13,17.0,None
New Mexico2016,2016,New Mexico,MWC,17,15,17.0,None
UAB2016,2016,UAB,CUSA,26,7,17.0,None
UNLV2016,2016,UNLV,MWC,18,15,17.0,None
Wake Forest2016,2016,Wake Forest,ACC,11,20,17.0,None
Middle Tennessee2016,2016,Middle Tennessee,CUSA,25,10,15.0,R32
Illinois St.2016,2016,Illinois St.,MVC,18,14,17.0,None
Albany2016,2016,Albany,AE,24,9,17.0,None
College of Charleston2016,2016,College of Charleston,CAA,17,14,17.0,None
Toledo2016,2016,Toledo,MAC,17,15,17.0,None
Nevada2016,2016,Nevada,MWC,24,14,17.0,None
Illinois2016,2016,Illinois,B10,15,19,17.0,None
Morehead St.2016,2016,Morehead St.,OVC,23,14,17.0,None
Green Bay2016,2016,Green Bay,Horz,23,13,14.0,R64
Siena2016,2016,Siena,MAAC,21,13,17.0,None
Belmont2016,2016,Belmont,OVC,20,12,17.0,None
Grand Canyon2016,2016,Grand Canyon,WAC,27,7,17.0,None
UNC Asheville2016,2016,UNC Asheville,BSth,22,12,15.0,R64
Northeastern2016,2016,Northeastern,CAA,18,15,17.0,None
Louisiana Monroe2016,2016,Louisiana Monroe,SB,20,14,17.0,None
Utah St.2016,2016,Utah St.,MWC,16,15,17.0,None
IPFW2016,2016,IPFW,Sum,24,10,17.0,None
TCU2016,2016,TCU,B12,12,21,17.0,None
Pepperdine2016,2016,Pepperdine,WCC,18,14,17.0,None
Buffalo2016,2016,Buffalo,MAC,20,15,14.0,R64
Southern Illinois2016,2016,Southern Illinois,MVC,22,10,17.0,None
Penn St.2016,2016,Penn St.,B10,16,16,17.0,None
Ohio2016,2016,Ohio,MAC,23,12,17.0,None
Weber St.2016,2016,Weber St.,BSky,26,9,15.0,R64
Montana2016,2016,Montana,BSky,21,12,17.0,None
Colorado St.2016,2016,Colorado St.,MWC,18,16,17.0,None
North Dakota St.2016,2016,North Dakota St.,Sum,20,13,17.0,None
Wright St.2016,2016,Wright St.,Horz,22,13,17.0,None
Marshall2016,2016,Marshall,CUSA,17,16,17.0,None
Nebraska Omaha2016,2016,Nebraska Omaha,Sum,18,14,17.0,None
High Point2016,2016,High Point,BSth,21,11,17.0,None
Eastern Michigan2016,2016,Eastern Michigan,MAC,18,15,17.0,None
Vermont2016,2016,Vermont,AE,23,14,17.0,None
Towson2016,2016,Towson,CAA,20,13,17.0,None
East Tennessee St.2016,2016,East Tennessee St.,SC,24,12,17.0,None
Louisiana Tech2016,2016,Louisiana Tech,CUSA,23,10,17.0,None
Ball St.2016,2016,Ball St.,MAC,21,14,17.0,None
Duquesne2016,2016,Duquesne,A10,17,17,17.0,None
Winthrop2016,2016,Winthrop,BSth,23,9,17.0,None
Central Michigan2016,2016,Central Michigan,MAC,17,16,17.0,None
Missouri2016,2016,Missouri,SEC,10,21,17.0,None
Elon2016,2016,Elon,CAA,16,16,17.0,None
Fordham2016,2016,Fordham,A10,17,14,17.0,None
Florida Gulf Coast2016,2016,Florida Gulf Coast,ASun,21,14,16.0,R64
Murray St.2016,2016,Murray St.,OVC,17,14,17.0,None
Tennessee St.2016,2016,Tennessee St.,OVC,20,11,17.0,None
Northern Illinois2016,2016,Northern Illinois,MAC,21,13,17.0,None
Wyoming2016,2016,Wyoming,MWC,14,18,17.0,None
Massachusetts2016,2016,Massachusetts,A10,14,18,17.0,None
Indiana St.2016,2016,Indiana St.,MVC,15,17,17.0,None
Western Kentucky2016,2016,Western Kentucky,CUSA,18,16,17.0,None
Texas A&M Corpus Chris2016,2016,Texas A&M Corpus Chris,Slnd,25,8,17.0,None
Harvard2016,2016,Harvard,Ivy,14,16,17.0,None
Bucknell2016,2016,Bucknell,Pat,17,14,17.0,None
Detroit2016,2016,Detroit,Horz,16,15,17.0,None
Oral Roberts2016,2016,Oral Roberts,Sum,14,17,17.0,None
Furman2016,2016,Furman,SC,19,16,17.0,None
Coastal Carolina2016,2016,Coastal Carolina,BSth,21,12,17.0,None
North Florida2016,2016,North Florida,ASun,22,12,17.0,None
Texas Southern2016,2016,Texas Southern,SWAC,18,15,17.0,None
Kent St.2016,2016,Kent St.,MAC,19,13,17.0,None
Georgia St.2016,2016,Georgia St.,SB,16,14,17.0,None
Western Michigan2016,2016,Western Michigan,MAC,13,19,17.0,None
Mercer2016,2016,Mercer,SC,19,15,17.0,None
DePaul2016,2016,DePaul,BE,9,22,17.0,None
Loyola Chicago2016,2016,Loyola Chicago,MVC,15,17,17.0,None
UCF2016,2016,UCF,Amer,12,18,17.0,None
Washington St.2016,2016,Washington St.,P12,9,22,17.0,None
Wofford2016,2016,Wofford,SC,15,17,17.0,None
Wagner2016,2016,Wagner,NEC,23,11,17.0,None
Auburn2016,2016,Auburn,SEC,11,20,17.0,None
East Carolina2016,2016,East Carolina,Amer,12,20,17.0,None
Lehigh2016,2016,Lehigh,Pat,17,15,17.0,None
Minnesota2016,2016,Minnesota,B10,8,23,17.0,None
Charlotte2016,2016,Charlotte,CUSA,14,19,17.0,None
Western Carolina2016,2016,Western Carolina,SC,16,18,17.0,None
Denver2016,2016,Denver,Sum,16,15,17.0,None
Tennessee Tech2016,2016,Tennessee Tech,OVC,19,12,17.0,None
Eastern Washington2016,2016,Eastern Washington,BSky,18,16,17.0,None
George Mason2016,2016,George Mason,A10,11,21,17.0,None
North Dakota2016,2016,North Dakota,BSky,17,16,17.0,None
Tulane2016,2016,Tulane,Amer,12,22,17.0,None
Eastern Kentucky2016,2016,Eastern Kentucky,OVC,15,16,17.0,None
NJIT2016,2016,NJIT,ASun,20,15,17.0,None
Cal Poly2016,2016,Cal Poly,BW,10,20,17.0,None
Navy2016,2016,Navy,Pat,19,14,17.0,None
San Francisco2016,2016,San Francisco,WCC,15,15,17.0,None
Portland2016,2016,Portland,WCC,12,20,17.0,None
IUPUI2016,2016,IUPUI,Sum,13,19,17.0,None
Fairfield2016,2016,Fairfield,MAAC,19,14,17.0,None
Tennessee Martin2016,2016,Tennessee Martin,OVC,20,15,17.0,None
Georgia Southern2016,2016,Georgia Southern,SB,14,17,17.0,None
St. John's2016,2016,St. John's,BE,8,24,17.0,None
Texas St.2016,2016,Texas St.,SB,15,16,17.0,None
Sam Houston St.2016,2016,Sam Houston St.,Slnd,18,16,17.0,None
Idaho2016,2016,Idaho,BSky,21,13,17.0,None
UTEP2016,2016,UTEP,CUSA,19,14,17.0,None
South Dakota2016,2016,South Dakota,Sum,14,18,17.0,None
Austin Peay2016,2016,Austin Peay,OVC,18,18,16.0,R64
Loyola Marymount2016,2016,Loyola Marymount,WCC,14,17,17.0,None
Saint Peter's2016,2016,Saint Peter's,MAAC,14,16,17.0,None
UNC Greensboro2016,2016,UNC Greensboro,SC,15,19,17.0,None
Samford2016,2016,Samford,SC,14,19,17.0,None
Radford2016,2016,Radford,BSth,16,15,17.0,None
Rider2016,2016,Rider,MAAC,13,20,17.0,None
Missouri St.2016,2016,Missouri St.,MVC,13,19,17.0,None
Boston College2016,2016,Boston College,ACC,7,25,17.0,None
Saint Louis2016,2016,Saint Louis,A10,11,21,17.0,None
Pacific2016,2016,Pacific,WCC,8,20,17.0,None
FIU2016,2016,FIU,CUSA,13,19,17.0,None
Southern2016,2016,Southern,SWAC,22,13,16.0,R64
Bowling Green2016,2016,Bowling Green,MAC,16,18,17.0,None
Boston University2016,2016,Boston University,Pat,19,15,17.0,None
Western Illinois2016,2016,Western Illinois,Sum,10,17,17.0,None
UC Riverside2016,2016,UC Riverside,BW,14,19,17.0,None
Dartmouth2016,2016,Dartmouth,Ivy,10,18,17.0,None
New Hampshire2016,2016,New Hampshire,AE,20,13,17.0,None
Gardner Webb2016,2016,Gardner Webb,BSth,17,16,17.0,None
Canisius2016,2016,Canisius,MAAC,14,19,17.0,None
South Florida2016,2016,South Florida,Amer,8,25,17.0,None
Cal St. Northridge2016,2016,Cal St. Northridge,BW,10,20,17.0,None
Jackson St.2016,2016,Jackson St.,SWAC,20,16,17.0,None
UC Davis2016,2016,UC Davis,BW,11,19,17.0,None
Air Force2016,2016,Air Force,MWC,14,18,17.0,None
Incarnate Word2016,2016,Incarnate Word,Slnd,17,12,17.0,None
Santa Clara2016,2016,Santa Clara,WCC,11,20,17.0,None
Drexel2016,2016,Drexel,CAA,6,25,17.0,None
Montana St.2016,2016,Montana St.,BSky,14,17,17.0,None
Miami OH2016,2016,Miami OH,MAC,13,20,17.0,None
Hampton2016,2016,Hampton,MEAC,21,11,16.0,R64
San Jose St.2016,2016,San Jose St.,MWC,9,22,17.0,None
UMKC2016,2016,UMKC,WAC,12,19,17.0,None
Arkansas St.2016,2016,Arkansas St.,SB,11,20,17.0,None
Norfolk St.2016,2016,Norfolk St.,MEAC,17,17,17.0,None
Penn2016,2016,Penn,Ivy,11,17,17.0,None
Army2016,2016,Army,Pat,19,14,17.0,None
Northern Kentucky2016,2016,Northern Kentucky,Horz,9,21,17.0,None
Colgate2016,2016,Colgate,Pat,13,17,17.0,None
Manhattan2016,2016,Manhattan,MAAC,13,18,17.0,None
Appalachian St.2016,2016,Appalachian St.,SB,9,22,17.0,None
South Alabama2016,2016,South Alabama,SB,14,19,17.0,None
Portland St.2016,2016,Portland St.,BSky,13,18,17.0,None
Kennesaw St.2016,2016,Kennesaw St.,ASun,11,20,17.0,None
Drake2016,2016,Drake,MVC,7,24,17.0,None
Mount St. Mary's2016,2016,Mount St. Mary's,NEC,14,19,17.0,None
Cal St. Fullerton2016,2016,Cal St. Fullerton,BW,10,20,17.0,None
Brown2016,2016,Brown,Ivy,8,20,17.0,None
Eastern Illinois2016,2016,Eastern Illinois,OVC,13,17,17.0,None
La Salle2016,2016,La Salle,A10,9,22,17.0,None
South Carolina St.2016,2016,South Carolina St.,MEAC,19,15,17.0,None
San Diego2016,2016,San Diego,WCC,9,21,17.0,None
Idaho St.2016,2016,Idaho St.,BSky,16,15,17.0,None
Jacksonville2016,2016,Jacksonville,ASun,16,16,17.0,None
Rice2016,2016,Rice,CUSA,12,20,17.0,None
Sacramento St.2016,2016,Sacramento St.,BSky,14,17,17.0,None
Lipscomb2016,2016,Lipscomb,ASun,12,21,17.0,None
Delaware2016,2016,Delaware,CAA,7,23,17.0,None
Cornell2016,2016,Cornell,Ivy,10,18,17.0,None
Houston Baptist2016,2016,Houston Baptist,Slnd,17,17,17.0,None
Stetson2016,2016,Stetson,ASun,12,22,17.0,None
Rutgers2016,2016,Rutgers,B10,7,25,17.0,None
Fairleigh Dickinson2016,2016,Fairleigh Dickinson,NEC,18,15,16.0,R64
Troy2016,2016,Troy,SB,9,22,17.0,None
Youngstown St.2016,2016,Youngstown St.,Horz,11,21,17.0,None
Utah Valley2016,2016,Utah Valley,WAC,12,18,17.0,None
St. Francis NY2016,2016,St. Francis NY,NEC,15,17,17.0,None
Holy Cross2016,2016,Holy Cross,Pat,15,20,16.0,R64
Alabama St.2016,2016,Alabama St.,SWAC,14,17,17.0,None
LIU Brooklyn2016,2016,LIU Brooklyn,NEC,16,15,17.0,None
Loyola MD2016,2016,Loyola MD,Pat,9,21,17.0,None
North Texas2016,2016,North Texas,CUSA,12,20,17.0,None
Cleveland St.2016,2016,Cleveland St.,Horz,9,23,17.0,None
Quinnipiac2016,2016,Quinnipiac,MAAC,9,21,17.0,None
Liberty2016,2016,Liberty,BSth,13,19,17.0,None
Florida Atlantic2016,2016,Florida Atlantic,CUSA,8,25,17.0,None
Seattle2016,2016,Seattle,WAC,15,17,17.0,None
Longwood2016,2016,Longwood,BSth,10,23,17.0,None
Jacksonville St.2016,2016,Jacksonville St.,OVC,8,23,17.0,None
Campbell2016,2016,Campbell,BSth,12,18,17.0,None
Charleston Southern2016,2016,Charleston Southern,BSth,9,21,17.0,None
St. Francis PA2016,2016,St. Francis PA,NEC,13,17,17.0,None
Sacred Heart2016,2016,Sacred Heart,NEC,12,18,17.0,None
Alabama A&M2016,2016,Alabama A&M,SWAC,11,18,17.0,None
North Carolina Central2016,2016,North Carolina Central,MEAC,13,19,17.0,None
Robert Morris2016,2016,Robert Morris,NEC,10,22,17.0,None
Morgan St.2016,2016,Morgan St.,MEAC,9,22,17.0,None
Southern Miss2016,2016,Southern Miss,CUSA,8,21,17.0,None
Bethune Cookman2016,2016,Bethune Cookman,MEAC,14,18,17.0,None
Marist2016,2016,Marist,MAAC,7,23,17.0,None
Niagara2016,2016,Niagara,MAAC,7,25,17.0,None
VMI2016,2016,VMI,SC,9,21,17.0,None
Southeastern Louisiana2016,2016,Southeastern Louisiana,Slnd,12,21,17.0,None
SIU Edwardsville2016,2016,SIU Edwardsville,OVC,6,22,17.0,None
The Citadel2016,2016,The Citadel,SC,10,22,17.0,None
Alcorn St.2016,2016,Alcorn St.,SWAC,15,15,17.0,None
Northern Colorado2016,2016,Northern Colorado,BSky,10,21,17.0,None
UMass Lowell2016,2016,UMass Lowell,AE,11,18,17.0,None
New Orleans2016,2016,New Orleans,Slnd,10,20,17.0,None
Abilene Christian2016,2016,Abilene Christian,Slnd,13,18,17.0,None
Maryland Eastern Shore2016,2016,Maryland Eastern Shore,MEAC,10,22,17.0,None
American2016,2016,American,Pat,12,19,17.0,None
Lamar2016,2016,Lamar,Slnd,11,19,17.0,None
Central Arkansas2016,2016,Central Arkansas,Slnd,7,21,17.0,None
USC Upstate2016,2016,USC Upstate,ASun,10,22,17.0,None
Bradley2016,2016,Bradley,MVC,5,27,17.0,None
Hartford2016,2016,Hartford,AE,10,23,17.0,None
Binghamton2016,2016,Binghamton,AE,8,22,17.0,None
Lafayette2016,2016,Lafayette,Pat,6,24,17.0,None
McNeese St.2016,2016,McNeese St.,Slnd,9,20,17.0,None
Presbyterian2016,2016,Presbyterian,BSth,11,20,17.0,None
Howard2016,2016,Howard,MEAC,12,20,17.0,None
Northwestern St.2016,2016,Northwestern St.,Slnd,8,20,17.0,None
Nicholls St.2016,2016,Nicholls St.,Slnd,11,23,17.0,None
Savannah St.2016,2016,Savannah St.,MEAC,16,16,17.0,None
Coppin St.2016,2016,Coppin St.,MEAC,9,22,17.0,None
UMBC2016,2016,UMBC,AE,7,25,17.0,None
Illinois Chicago2016,2016,Illinois Chicago,Horz,5,25,17.0,None
Maine2016,2016,Maine,AE,8,22,17.0,None
Prairie View A&M2016,2016,Prairie View A&M,SWAC,7,24,17.0,None
UTSA2016,2016,UTSA,CUSA,5,27,17.0,None
North Carolina A&T2016,2016,North Carolina A&T,MEAC,10,22,17.0,None
Southeast Missouri St.2016,2016,Southeast Missouri St.,OVC,5,24,17.0,None
Mississippi Valley St.2016,2016,Mississippi Valley St.,SWAC,8,27,17.0,None
Southern Utah2016,2016,Southern Utah,BSky,6,24,17.0,None
Northern Arizona2016,2016,Northern Arizona,BSky,5,25,17.0,None
Arkansas Pine Bluff2016,2016,Arkansas Pine Bluff,SWAC,8,25,17.0,None
Grambling St.2016,2016,Grambling St.,SWAC,6,24,17.0,None
Bryant2016,2016,Bryant,NEC,8,23,17.0,None
Chicago St.2016,2016,Chicago St.,WAC,4,28,17.0,None
UT Rio Grande Valley2016,2016,UT Rio Grande Valley,WAC,8,22,17.0,None
Florida A&M2016,2016,Florida A&M,MEAC,8,21,17.0,None
Delaware St.2016,2016,Delaware St.,MEAC,7,25,17.0,None
Central Connecticut2016,2016,Central Connecticut,NEC,4,25,17.0,None
Gonzaga2017,2017,Gonzaga,WCC,37,2,1.0,C2
Villanova2017,2017,Villanova,BE,32,4,1.0,R32
North Carolina2017,2017,North Carolina,ACC,33,7,1.0,Champ
Kentucky2017,2017,Kentucky,SEC,32,6,2.0,E8
Florida2017,2017,Florida,SEC,27,9,4.0,E8
Kansas2017,2017,Kansas,B12,31,5,1.0,E8
West Virginia2017,2017,West Virginia,B12,28,9,4.0,S16
Wichita St.2017,2017,Wichita St.,MVC,31,5,10.0,R32
Louisville2017,2017,Louisville,ACC,25,9,2.0,R32
Oregon2017,2017,Oregon,P12,33,6,3.0,F4
SMU2017,2017,SMU,Amer,30,5,6.0,R64
Virginia2017,2017,Virginia,ACC,23,11,5.0,R32
Baylor2017,2017,Baylor,B12,27,8,3.0,S16
Duke2017,2017,Duke,ACC,28,9,2.0,R32
Saint Mary's2017,2017,Saint Mary's,WCC,29,5,7.0,R32
UCLA2017,2017,UCLA,P12,31,5,3.0,S16
Iowa St.2017,2017,Iowa St.,B12,24,11,5.0,R32
Arizona2017,2017,Arizona,P12,32,5,2.0,S16
Purdue2017,2017,Purdue,B10,27,8,4.0,S16
Michigan2017,2017,Michigan,B10,26,12,7.0,S16
Wisconsin2017,2017,Wisconsin,B10,27,10,8.0,S16
Oklahoma St.2017,2017,Oklahoma St.,B12,20,13,10.0,R64
Cincinnati2017,2017,Cincinnati,Amer,30,6,6.0,R32
South Carolina2017,2017,South Carolina,SEC,26,11,7.0,F4
Butler2017,2017,Butler,BE,25,9,4.0,S16
Florida St.2017,2017,Florida St.,ACC,26,9,3.0,R32
Notre Dame2017,2017,Notre Dame,ACC,26,10,5.0,R32
Creighton2017,2017,Creighton,BE,25,10,6.0,R64
TCU2017,2017,TCU,B12,24,15,17.0,None
Kansas St.2017,2017,Kansas St.,B12,21,14,11.0,R64
Xavier2017,2017,Xavier,BE,24,14,11.0,E8
Marquette2017,2017,Marquette,BE,19,13,10.0,R64
Vanderbilt2017,2017,Vanderbilt,SEC,19,16,9.0,R64
Rhode Island2017,2017,Rhode Island,A10,25,10,11.0,R32
Arkansas2017,2017,Arkansas,SEC,26,10,8.0,R32
Wake Forest2017,2017,Wake Forest,ACC,19,14,11.0,R68
Minnesota2017,2017,Minnesota,B10,24,10,5.0,R64
Northwestern2017,2017,Northwestern,B10,24,12,8.0,R32
Dayton2017,2017,Dayton,A10,24,8,7.0,R64
Michigan St.2017,2017,Michigan St.,B10,20,15,9.0,R32
Texas Tech2017,2017,Texas Tech,B12,18,14,17.0,None
Miami FL2017,2017,Miami FL,ACC,21,12,8.0,R64
Middle Tennessee2017,2017,Middle Tennessee,CUSA,31,5,12.0,R32
Indiana2017,2017,Indiana,B10,18,16,17.0,None
Clemson2017,2017,Clemson,ACC,17,16,17.0,None
Maryland2017,2017,Maryland,B10,24,9,6.0,R64
Utah2017,2017,Utah,P12,20,12,17.0,None
VCU2017,2017,VCU,A10,26,9,10.0,R64
Illinois St.2017,2017,Illinois St.,MVC,28,7,17.0,None
Virginia Tech2017,2017,Virginia Tech,ACC,22,11,9.0,R64
Seton Hall2017,2017,Seton Hall,BE,21,12,9.0,R64
Houston2017,2017,Houston,Amer,21,11,17.0,None
USC2017,2017,USC,P12,26,10,11.0,R32
Nevada2017,2017,Nevada,MWC,28,7,12.0,R64
Syracuse2017,2017,Syracuse,ACC,19,15,17.0,None
Alabama2017,2017,Alabama,SEC,19,15,17.0,None
Tennessee2017,2017,Tennessee,SEC,16,16,17.0,None
Princeton2017,2017,Princeton,Ivy,23,7,12.0,R64
UNC Wilmington2017,2017,UNC Wilmington,CAA,29,6,12.0,R64
Providence2017,2017,Providence,BE,20,13,11.0,R68
Georgia2017,2017,Georgia,SEC,19,15,17.0,None
California2017,2017,California,P12,21,13,17.0,None
Vermont2017,2017,Vermont,AE,29,6,13.0,R64
Texas A&M2017,2017,Texas A&M,SEC,16,15,17.0,None
Oklahoma2017,2017,Oklahoma,B12,11,20,17.0,None
Illinois2017,2017,Illinois,B10,20,15,17.0,None
East Tennessee St.2017,2017,East Tennessee St.,SC,27,8,13.0,R64
UCF2017,2017,UCF,Amer,24,12,17.0,None
Georgetown2017,2017,Georgetown,BE,14,18,17.0,None
Texas2017,2017,Texas,B12,11,22,17.0,None
Iowa2017,2017,Iowa,B10,19,15,17.0,None
Colorado2017,2017,Colorado,P12,19,15,17.0,None
Ohio St.2017,2017,Ohio St.,B10,17,15,17.0,None
Mississippi2017,2017,Mississippi,SEC,22,14,17.0,None
UT Arlington2017,2017,UT Arlington,SB,27,9,17.0,None
Bucknell2017,2017,Bucknell,Pat,26,9,13.0,R64
Georgia Tech2017,2017,Georgia Tech,ACC,21,16,17.0,None
San Diego St.2017,2017,San Diego St.,MWC,19,14,17.0,None
Pittsburgh2017,2017,Pittsburgh,ACC,16,17,17.0,None
BYU2017,2017,BYU,WCC,22,12,17.0,None
Monmouth2017,2017,Monmouth,MAAC,27,7,17.0,None
Auburn2017,2017,Auburn,SEC,18,14,17.0,None
Belmont2017,2017,Belmont,OVC,23,7,17.0,None
New Mexico St.2017,2017,New Mexico St.,WAC,28,6,14.0,R64
Davidson2017,2017,Davidson,A10,17,15,17.0,None
Colorado St.2017,2017,Colorado St.,MWC,24,12,17.0,None
Penn St.2017,2017,Penn St.,B10,15,18,17.0,None
Mississippi St.2017,2017,Mississippi St.,SEC,16,16,17.0,None
College of Charleston2017,2017,College of Charleston,CAA,25,10,17.0,None
Cal St. Bakersfield2017,2017,Cal St. Bakersfield,WAC,25,10,17.0,None
St. Bonaventure2017,2017,St. Bonaventure,A10,20,12,17.0,None
Richmond2017,2017,Richmond,A10,22,13,17.0,None
Louisiana Tech2017,2017,Louisiana Tech,CUSA,23,10,17.0,None
Boise St.2017,2017,Boise St.,MWC,20,12,17.0,None
Saint Peter's2017,2017,Saint Peter's,MAAC,23,13,17.0,None
Connecticut2017,2017,Connecticut,Amer,16,17,17.0,None
Loyola Chicago2017,2017,Loyola Chicago,MVC,18,14,17.0,None
Fresno St.2017,2017,Fresno St.,MWC,20,13,17.0,None
St. John's2017,2017,St. John's,BE,14,19,17.0,None
Akron2017,2017,Akron,MAC,27,9,17.0,None
Memphis2017,2017,Memphis,Amer,19,13,17.0,None
Stanford2017,2017,Stanford,P12,14,17,17.0,None
Oakland2017,2017,Oakland,Horz,25,9,17.0,None
Valparaiso2017,2017,Valparaiso,Horz,24,9,17.0,None
Ohio2017,2017,Ohio,MAC,20,11,17.0,None
Furman2017,2017,Furman,SC,23,12,17.0,None
Nebraska2017,2017,Nebraska,B10,12,19,17.0,None
Florida Gulf Coast2017,2017,Florida Gulf Coast,ASun,26,8,14.0,R64
North Carolina St.2017,2017,North Carolina St.,ACC,15,17,17.0,None
UNC Asheville2017,2017,UNC Asheville,BSth,23,10,17.0,None
San Francisco2017,2017,San Francisco,WCC,20,13,17.0,None
Harvard2017,2017,Harvard,Ivy,18,10,17.0,None
Winthrop2017,2017,Winthrop,BSth,26,7,13.0,R64
Chattanooga2017,2017,Chattanooga,SC,19,12,17.0,None
Lehigh2017,2017,Lehigh,Pat,20,12,17.0,None
Towson2017,2017,Towson,CAA,20,13,17.0,None
Iona2017,2017,Iona,MAAC,22,13,14.0,R64
Temple2017,2017,Temple,Amer,16,16,17.0,None
